;authors;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
1871;manjunath ak;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1872;atamian ek;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1873;cabrera ae;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1874;de beaufort i;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1875;van bruchem-visser r;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1876;cooper j;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1877;teuteberg jj;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1878;hedges ce;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1879;gulamhusein af;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1880;mori k;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1881;tomiyama k;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1882;ozeki-hayashi r;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1883;patel hd;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1884;crowley-matoka m;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1885;halverson cme;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1886;seguchi o;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1887;tatsumi e;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1888;fukushima n;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1889;whittigham h;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1890;deswal a;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1891;morgan ja;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1892;nair ap;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1893;cheema fh;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1894;niu j;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1895;walther cp;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1896;ferrante nd;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1897;cupido c;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1898;anwar n;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1899;hand l;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1900;cook d;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1901;kadish a;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1902;loike jd;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1903;rehman h;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1904;tousson e;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1905;saggu s;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1906;navaneethan sd;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1907;sherman ke;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1908;sood p;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1909;clarke h;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1910;brindley e;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1911;ganesh s;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1912;tevar a;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1913;kingsley k;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1914;dulovich m;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1915;steel jl;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1916;shaffer aa;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1917;perloff j;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1918;qu z;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1919;le coz p;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1920;guebre-egziabher f;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1921;amelung v;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1922;beneke j;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1923;harries l;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1924;kaltenborn a;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1925;gwiasda j;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1926;bhatia mk;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1927;mossialos e;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1928;shah vr;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1929;swiss academy of medical sciences;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1930;el hangouche aj;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1931;constantin j;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1932;asmi n;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1933;mirza s;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1934;minhas amk;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1935;hayat j;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1936;khan m;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1937;khan a;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1938;marsia s;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1939;bakker sjl;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1940;verschuuren eam;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1941;damman k;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1942;leuvenink hgd;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1943;porte rj;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1944;drost g;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1945;berger sp;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1946;pol ra;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1947;alaika o;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1948;rkain h;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1949;najdi a;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1950;sharp la;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1951;arai n;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1952;kuppachi s;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1953;ten eyck pp;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1954;story mt;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1955;ertosun mg;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1956;joffe a;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1957;belkin g;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1958;solomon mz;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1959;errguig l;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1960;zacharias rl;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1961;berlinger n;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1962;trump e;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1963;dakka t;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1964;cherti m;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1965;aboudrar s;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1966;doghmi n;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1967;bodewes faja;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1968;spikman jm;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1969;racz e;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1970;bouras af;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1971;eisner mi;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1972;hansen sl;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1973;benmansour m;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1974;kara l;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1975;kazitani n;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1976;toumi h;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1977;bettahar n;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1978;sawinski dl;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1979;daniels a;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1980;cohen jb;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1981;scalea jr;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1982;trivedi hl;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1983;kumar dp;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1984;patel jc;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1985;patil mv;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1986;kasat gs;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1987;pfaller l;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1988;osani m;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1989;annema c;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1990;van londen m;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1991;buunk am;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1992;hessels nr;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1993;knobbe tj;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1994;oste mcj;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1995;stam sp;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1996;douwes rm;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1997;ziengs al;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1998;gomes-neto aw;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
1999;bannuru rr;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2000;eisenga mf;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2001;pearl s;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2002;feito l;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2003;dodds s;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2004;mladenovska t;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2005;o'connell cd;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2006;gilbert f;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2007;takimoto y;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2008;venditti g;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2009;khetpal v;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2010;di iorio b;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2011;teixeira fc;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2012;de sa j;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2013;coutinho j;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2014;ben-shlomo y;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2015;inward cd;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2016;casula a;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2017;hamilton aj;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2018;mcdaid j;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2019;kissenpfennig a;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2020;costello r;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2021;cockbain j;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2022;diependaele l;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2023;combes g;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2024;damery s;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2025;o'connell francischetto e;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2026;amomicronrtegui d;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2027;rubba f;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2028;santos cr;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2029;chorao rs;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2030;filipe ra;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2031;daly b;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2032;sirlin cb;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2033;emanuel ej;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2034;keddem s;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2035;bermudez f;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2036;mussell as;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2037;pendse r;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2038;carney c;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2039;o'toole e;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2040;rocha ef;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2041;guerin rm;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2042;thiessen-philbrook h;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2043;robey pg;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2044;sipp d;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2045;o'donovan l;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2046;scott r;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2047;mcternan e;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2048;triassi m;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2049;santangelo m;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2050;passione a;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2051;borab zm;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2052;van der jagt m;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2053;van veen e;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2054;godskesen te;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2055;de monestrol i;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2056;skogeland u;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2057;yildiz e;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2058;stranix jt;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2059;wadstrom j;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2060;maas air;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2061;nordling s;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2062;kilany s;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2063;rosenlund m;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2064;levine a;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2065;wintzell v;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2066;von zur-muhlen b;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2067;capasso g;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2068;cnossen mc;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2069;de beaufort id;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2070;buonocore g;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2071;alfano r;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2072;d'onofrio g;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2073;castrianni d;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2074;gentile l;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2075;schiavone d;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2076;marra f;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2077;carannante i;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2078;barbieri o;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2079;de pascale t;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2080;menon dk;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2081;junges jr;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2082;rodrigues-filho em;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2083;kompanje ejo;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2084;van dijck jtjm;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2085;rietdijk wjr;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2086;stocchetti n;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2087;citerio g;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2088;chernyak v;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
2089;andres am;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
2090;kuhn so;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
2091;kagan ko;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2092;wallwiener d;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2093;nadalin s;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2094;kvarnstrom n;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2095;abele h;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2096;hubner s;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2097;oberlechner e;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2098;reisenauer c;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2099;kramer b;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2100;wiechers c;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2101;krause s;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2102;goelz r;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2103;poets cf;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2104;bakchoul t;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2105;fleischer s;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2106;nikolaou k;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2107;wiesing u;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2108;heim e;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2109;rosenberger p;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2110;konigsrainer a;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2111;pritlove c;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2112;ginsberg j;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2113;farmer dg;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2114;campo-canaveral de la cruz jl;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2115;fondevila c;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2116;sanchez-fructuoso a;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2117;minambres e;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2118;gaber ao;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2119;li xc;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2120;gritsch ha;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2121;knight rj;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2122;podder h;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2123;abbey s;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2124;zarrinpar a;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2125;kaldas fm;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2126;saharia a;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2127;harlander-locke mp;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2128;graviss ea;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2129;nguyen dtm;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2130;agopian vg;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2131;jung j;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2132;fend f;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2133;bosmuller h;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2134;schaffeler n;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2135;muller-stich bp;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2136;nouri p;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2137;yoosefi lebni j;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2138;abbasi p;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2139;schmidt k;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2140;brenner t;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2141;uhle f;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2142;weigand ma;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2143;hackert t;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2144;nickel f;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2145;zipfel s;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2146;bruckner t;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2147;marx s;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2148;dietrich m;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2149;le clainche-piel m;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2150;fawcett j;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2151;crawford m;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2152;wigg aj;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2153;angus pw;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2154;ziapour a;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2155;jalali a;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2156;scales a;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2157;mildner r;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2158;heyne n;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2159;henes m;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2160;hoopmann m;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2161;scholler d;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2162;rall k;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2163;taran fa;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2164;strowitzki t;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2165;brucker sy;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2166;prakash j;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2167;guleria s;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2168;shroff s;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2169;ramesh v;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2170;horwitz s;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2171;wareham cs;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2172;cengiz n;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2173;blanco ap;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2174;nunez ar;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2175;potter j;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2176;lesandrini j;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2177;thornton v;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
2178;steensma dj;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
2179;erturk i;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
